
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)",="(46)",="(47)",="(48)",="(49)",="(50)",="(51)",="(52)",="(53)",="(54)",="(55)",="(56)",="(57)",="(58)",="(59)",="(60)",="(61)",="(62)",="(63)",="(64)",="(65)",="(66)",="(67)",="(68)",="(69)",="(70)",="(71)",="(72)",="(73)",="(74)",="(75)",="(76)",="(77)",="(78)",="(79)",="(80)",="(81)",="(82)",="(83)",="(84)",="(85)",="(86)",="(87)",="(88)",="(89)",="(90)"
="c.zMETAB15#c.neflbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.172",="0.0193",="0.0314",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.114)",="(0.102)",="(0.0469)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0737",="0.974***",="0.00570",="-0.0587",="1.020***",="-0.0256",="-0.0546",="1.038***",="-0.0151",="-0.0296",="1.016***",="0.00228",="-0.0483",="1.020***",="-0.0136",="-0.0720",="1.037***",="-0.0275",="-0.0500",="0.974***",="-0.00625",="-0.0678",="1.037***",="-0.0193",="-0.0521",="0.978***",="-0.00402",="-0.0540",="0.988***",="-0.0177",="-0.0506",="0.985***",="-0.00340",="-0.0518",="0.981***",="-0.0136",="-0.0556",="0.982***",="-0.00687",="-0.0492",="0.981***",="-0.0118",="-0.0568",="0.974***",="-0.0111"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.110)",="(0.106)",="(0.0470)",="(0.108)",="(0.109)",="(0.0469)",="(0.109)",="(0.109)",="(0.0480)",="(0.111)",="(0.108)",="(0.0480)",="(0.109)",="(0.108)",="(0.0478)",="(0.108)",="(0.110)",="(0.0466)",="(0.109)",="(0.104)",="(0.0473)",="(0.108)",="(0.111)",="(0.0464)",="(0.108)",="(0.104)",="(0.0462)",="(0.108)",="(0.105)",="(0.0461)",="(0.108)",="(0.105)",="(0.0472)",="(0.108)",="(0.105)",="(0.0461)",="(0.109)",="(0.104)",="(0.0468)",="(0.108)",="(0.104)",="(0.0463)",="(0.108)",="(0.104)",="(0.0464)"

="c.zMETAB1#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.158",="-0.0850",="-0.0189",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.105)",="(0.101)",="(0.0439)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB2#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0400",="0.210*",="-0.0458",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.103)",="(0.103)",="(0.0449)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB3#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.160",="-0.296**",="0.0285",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.107)",="(0.0956)",="(0.0412)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB4#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.0854",="0.146",="0.0272",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.103)",="(0.0997)",="(0.0437)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB5#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.0810",="0.197*",="-0.0753",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.103)",="(0.0963)",="(0.0410)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB6#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0912",="0.260**",="-0.0623",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.104)",="(0.100)",="(0.0438)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB7#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.166",="-0.0159",="0.0277",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.104)",="(0.103)",="(0.0455)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB8#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.0437",="-0.478***",="0.0375",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.109)",="(0.0966)",="(0.0455)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB9#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.129",="-0.190",="0.0313",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.106)",="(0.103)",="(0.0453)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB10#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0909",="0.0824",="-0.0433",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.103)",="(0.104)",="(0.0436)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB11#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.0725",="0.0496",="0.00870",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.101)",="(0.0961)",="(0.0405)",="",="",="",="",="",="",="",="",="",="",="",=""

="c.zMETAB12#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.0211",="-0.211*",="0.00576",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.102)",="(0.0978)",="(0.0422)",="",="",="",="",="",="",="",="",=""

="c.zMETAB13#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.0261",="-0.0876",="-0.0398",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.103)",="(0.100)",="(0.0436)",="",="",="",="",="",=""

="c.zMETAB14#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.0426",="-0.0854",="-0.0148",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.104)",="(0.101)",="(0.0439)",="",="",=""

="c.zMETAB15#c.gfapbr",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0743",="-0.116",="0.0159"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.105)",="(0.102)",="(0.0446)"

="_cons",="-44.37***",="-68.93***",="-50.26***",="-44.33***",="-68.89***",="-50.22***",="-44.49***",="-68.97***",="-50.26***",="-44.44***",="-68.97***",="-50.37***",="-44.50***",="-68.99***",="-50.20***",="-44.43***",="-68.91***",="-50.29***",="-44.38***",="-69.15***",="-50.68***",="-44.41***",="-68.93***",="-50.27***",="-44.39***",="-68.94***",="-50.26***",="-44.40***",="-68.93***",="-50.27***",="-44.42***",="-68.92***",="-50.28***",="-44.41***",="-68.94***",="-50.28***",="-44.40***",="-68.92***",="-50.27***",="-44.43***",="-68.94***",="-50.28***",="-44.42***",="-68.88***",="-50.35***",="-44.97***",="-68.74***",="-50.67***",="-44.89***",="-68.81***",="-50.63***",="-45.11***",="-68.96***",="-50.68***",="-45.03***",="-68.81***",="-50.82***",="-45.05***",="-68.80***",="-50.59***",="-45.03***",="-68.82***",="-50.71***",="-44.99***",="-69.00***",="-51.14***",="-45.00***",="-68.91***",="-50.71***",="-44.97***",="-68.78***",="-50.69***",="-45.00***",="-68.76***",="-50.70***",="-45.01***",="-68.76***",="-50.72***",="-45.00***",="-68.81***",="-50.71***",="-44.99***",="-68.76***",="-50.72***",="-45.01***",="-68.77***",="-50.71***",="-44.97***",="-68.71***",="-50.78***"
="",="(1.924)",="(2.153)",="(0.975)",="(1.923)",="(2.151)",="(0.974)",="(1.922)",="(2.151)",="(0.974)",="(1.922)",="(2.151)",="(0.974)",="(1.924)",="(2.152)",="(0.975)",="(1.923)",="(2.150)",="(0.974)",="(1.926)",="(2.156)",="(0.977)",="(1.922)",="(2.151)",="(0.974)",="(1.923)",="(2.152)",="(0.974)",="(1.922)",="(2.150)",="(0.974)",="(1.922)",="(2.151)",="(0.974)",="(1.922)",="(2.152)",="(0.974)",="(1.923)",="(2.151)",="(0.974)",="(1.923)",="(2.151)",="(0.973)",="(1.922)",="(2.150)",="(0.975)",="(1.921)",="(2.149)",="(0.973)",="(1.921)",="(2.150)",="(0.973)",="(1.920)",="(2.151)",="(0.973)",="(1.920)",="(2.148)",="(0.973)",="(1.921)",="(2.149)",="(0.973)",="(1.920)",="(2.148)",="(0.972)",="(1.923)",="(2.153)",="(0.976)",="(1.920)",="(2.149)",="(0.973)",="(1.920)",="(2.149)",="(0.973)",="(1.921)",="(2.148)",="(0.973)",="(1.920)",="(2.148)",="(0.973)",="(1.920)",="(2.149)",="(0.973)",="(1.921)",="(2.148)",="(0.973)",="(1.920)",="(2.149)",="(0.972)",="(1.919)",="(2.147)",="(0.974)"

="/",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="ln_p",="2.260***",="2.676***",="2.494***",="2.260***",="2.674***",="2.492***",="2.259***",="2.674***",="2.491***",="2.259***",="2.675***",="2.492***",="2.259***",="2.674***",="2.493***",="2.260***",="2.674***",="2.491***",="2.259***",="2.675***",="2.493***",="2.259***",="2.675***",="2.491***",="2.260***",="2.675***",="2.492***",="2.259***",="2.674***",="2.491***",="2.259***",="2.674***",="2.491***",="2.260***",="2.675***",="2.492***",="2.260***",="2.674***",="2.493***",="2.259***",="2.674***",="2.491***",="2.258***",="2.673***",="2.492***",="2.257***",="2.673***",="2.490***",="2.256***",="2.672***",="2.488***",="2.255***",="2.671***",="2.487***",="2.255***",="2.671***",="2.489***",="2.255***",="2.670***",="2.489***",="2.256***",="2.671***",="2.488***",="2.255***",="2.672***",="2.490***",="2.256***",="2.672***",="2.488***",="2.256***",="2.672***",="2.488***",="2.256***",="2.671***",="2.488***",="2.255***",="2.671***",="2.488***",="2.256***",="2.672***",="2.488***",="2.256***",="2.671***",="2.489***",="2.255***",="2.671***",="2.487***",="2.254***",="2.670***",="2.489***"
="",="(0.0499)",="(0.0382)",="(0.0209)",="(0.0499)",="(0.0382)",="(0.0210)",="(0.0499)",="(0.0383)",="(0.0210)",="(0.0499)",="(0.0382)",="(0.0210)",="(0.0499)",="(0.0383)",="(0.0210)",="(0.0499)",="(0.0382)",="(0.0210)",="(0.0499)",="(0.0382)",="(0.0210)",="(0.0499)",="(0.0382)",="(0.0210)",="(0.0499)",="(0.0382)",="(0.0210)",="(0.0499)",="(0.0383)",="(0.0210)",="(0.0499)",="(0.0383)",="(0.0210)",="(0.0499)",="(0.0382)",="(0.0210)",="(0.0499)",="(0.0383)",="(0.0210)",="(0.0499)",="(0.0383)",="(0.0210)",="(0.0499)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)",="(0.0500)",="(0.0383)",="(0.0210)"

="N",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645",="19645"
="adj. R-sq",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
